CHILDID,DOBMM,DOBDD,DOBYY,GENDER,RACE,R1_KAGE,C1R4RSCL,C1R4MSCL,C5R4RSCL,C5R4MSCL,P1HMAFB,WKSESL,P1WICMOM,P1WICCHD
1085010C,4,16,1992,1,1,78.53,32.15,22.67,148.95,126.55,30,-0.19,2,2
1085011C,3,18,1993,2,1,67.33,37.88,32.39,145.52,143.31,28,0.55,2,2
1085012C,3,13,1993,1,1,67.47,31.27,22.65,NA,NA,19,0.5,2,2
1085013C,5,27,1993,1,1,65.0,31.89,20.26,95.32,73.06,27,0.45,2,2
1085014C,1,21,1993,1,1,69.2,41.03,25.21,165.4,133.63,30,0.5,2,2
1085015C,1,30,1993,2,1,68.9,35.72,20.74,155.24,101.2,22,0.28,2,2
1085016C,7,17,1993,2,1,63.3,25.48,15.27,123.63,74.11,27,0.43,2,2
1085017C,7,23,1993,2,1,63.1,32.76,20.46,125.56,87.45,25,-0.25,2,2
1085018C,4,7,1993,1,1,66.63,31.98,19.5,128.56,94.55,35,0.4,2,2
1085019C,6,8,1993,2,1,64.57,27.36,27.49,133.78,101.39,27,0.39,2,2
1085021C,6,4,1993,1,1,64.77,27.23,24.04,106.79,93.44,16,1.7,2,2
1085022C,3,16,1993,2,1,67.43,40.12,35.19,NA,NA,NA,NA,NA,NA
1085023C,3,2,1993,1,1,68.13,27.65,18.14,103.84,79.41,22,0.23,2,2
1085024C,6,28,1993,2,1,63.93,34.31,23.87,NA,NA,NA,-0.17,NA,NA
1086001C,5,3,1993,2,5,66.83,-1.0,-1.0,128.34,103.93,27,-0.88,2,1
1086002C,2,22,1993,2,5,69.17,-1.0,-1.0,121.51,100.98,NA,NA,NA,NA
1086003C,11,24,1993,2,5,60.0,-1.0,-1.0,151.55,110.57,30,0.05,2,2
1086004C,8,5,1993,2,5,63.7,-1.0,-1.0,NA,NA,NA,NA,NA,NA
1086005C,8,12,1992,1,5,75.63,-1.0,-1.0,NA,NA,19,-0.58,1,1
1086006C,10,4,1993,1,5,61.7,-1.0,-1.0,126.12,88.53,19,-0.74,1,1
1086007C,12,26,1992,2,5,71.1,39.87,24.73,NA,NA,24,-0.77,1,1
1086008C,11,18,1993,2,5,60.2,31.27,18.89,NA,NA,28,-0.48,-9,-9
1086009C,4,14,1993,1,5,67.77,-1.0,-1.0,NA,NA,NA,NA,NA,NA
1086010C,7,4,1993,1,3,64.77,-1.0,-1.0,NA,NA,NA,-0.4,NA,NA
1086011C,4,13,1993,2,5,67.5,-1.0,-1.0,NA,NA,22,-0.51,1,1
1086012C,11,6,1993,2,5,60.6,-1.0,-1.0,126.19,104.88,29,-0.57,1,1
1086013C,6,29,1993,1,5,64.93,-1.0,-1.0,93.19,81.58,NA,-0.19,NA,NA
1086014C,3,30,1993,1,5,67.97,-1.0,-1.0,105.1,72.78,16,0.56,1,1
1086015C,1,22,1993,2,5,70.2,-1.0,-1.0,112.75,106.74,-9,-0.76,1,1
1086016C,9,26,1993,1,5,61.97,-1.0,-1.0,129.04,119.06,25,-0.94,2,2
1086017C,12,19,1992,1,5,71.33,29.85,22.54,124.34,124.64,24,-0.68,1,2
1086018C,11,13,1993,1,5,60.37,26.62,19.44,NA,NA,18,-0.32,1,1
1086019C,2,3,1993,2,5,69.8,-1.0,-1.0,NA,NA,23,-0.17,1,1
1086020C,11,24,1993,2,3,60.0,30.58,21.63,95.04,68.25,20,0.05,2,1
1086021C,2,15,1993,1,1,69.4,42.04,38.38,NA,NA,30,-0.01,2,2
1086022C,7,15,1993,2,1,64.4,30.88,20.91,114.04,89.48,28,0.01,2,2
1086023C,10,7,1993,2,3,61.6,24.41,18.08,130.9,108.41,-1,0.4,-8,-8
1086024C,4,20,1993,1,2,67.27,35.29,29.66,141.51,107.11,-9,-0.42,1,1
1086025C,8,12,1992,1,5,75.63,-1.0,-1.0,NA,NA,19,-0.58,1,1
1087001C,11,1,1993,2,5,60.43,30.11,21.45,NA,NA,23,0.3,2,2
1087003C,7,23,1993,2,5,63.8,33.41,26.07,NA,NA,26,-0.64,2,1
1087004C,12,6,1992,1,2,71.43,23.29,-9.0,NA,NA,NA,NA,NA,NA
1087005C,9,13,1993,1,8,62.07,34.13,24.52,NA,NA,23,-0.25,1,1
1087006C,8,3,1993,2,2,63.43,28.27,24.64,74.15,81.03,21,0.88,1,1
1087007C,9,23,1993,2,3,61.73,29.18,16.84,NA,NA,23,-0.66,1,1
1087008C,4,1,1993,2,1,67.57,25.92,21.64,NA,NA,NA,NA,NA,NA
1087009C,6,14,1993,1,4,65.1,25.3,13.32,105.76,82.25,21,-0.23,1,1
1087010C,4,14,1993,2,7,67.13,23.67,15.04,NA,NA,18,-0.85,2,1
1087011C,4,25,1993,1,2,66.77,31.76,30.0,148.29,119.22,22,-0.21,2,2
1087012C,11,2,1993,2,2,60.4,29.77,27.93,NA,NA,19,-0.19,2,2
1087013C,7,10,1993,1,2,64.23,29.53,13.39,NA,NA,18,-0.64,1,1
1087014C,8,28,1993,2,1,62.6,28.89,20.86,NA,NA,21,-0.29,1,1
1087015C,2,16,1993,2,4,70.0,29.25,17.48,NA,NA,19,-0.95,2,1
1087016C,6,24,1993,1,4,64.77,-1.0,16.2,89.71,65.27,20,-0.28,1,2
1087017C,2,25,1993,2,3,68.73,-1.0,16.51,148.41,105.8,-9,-0.1,-7,-7
1087018C,8,2,1993,2,3,63.47,-1.0,26.98,NA,NA,26,-1.02,1,1
1087019C,12,18,1992,2,7,71.03,31.07,28.17,NA,NA,18,-1.07,1,1
1087020C,9,22,1993,2,2,61.77,25.85,15.98,130.97,108.03,20,-0.66,1,1
1087021C,5,1,1993,1,8,66.57,25.85,18.56,NA,NA,21,0.46,1,1
1087022C,4,24,1993,1,2,66.8,27.51,19.04,NA,NA,17,-0.49,2,2
1087023C,11,24,1992,1,1,71.87,32.71,18.1,NA,NA,NA,NA,NA,NA
1087024C,7,26,1993,1,1,63.7,31.8,19.89,NA,NA,18,0.26,1,1
1088001C,1,14,1993,2,5,70.83,46.09,45.65,160.2,133.47,34,0.9,2,2
1088002C,3,8,1993,1,5,69.07,39.73,32.23,127.48,126.03,30,0.1,2,2
1088004C,9,3,1993,1,5,NA,NA,NA,119.01,104.52,NA,0.26,NA,NA
1088005C,5,21,1993,2,5,66.6,33.63,23.51,104.38,103.33,-1,0.21,2,2
1088007C,8,8,1993,2,5,63.97,45.18,26.52,163.28,130.8,31,1.17,2,2
1088009C,3,29,1993,2,5,68.37,35.08,31.87,NA,NA,28,0.41,2,2
1088010C,8,4,1993,1,5,64.1,33.21,20.78,NA,NA,-1,0.3,1,2
1088011C,1,9,1993,2,5,71.0,41.58,42.41,157.49,150.93,30,0.77,2,2
1088012C,12,24,1992,2,4,71.53,35.1,23.78,129.32,88.85,21,-0.37,2,2
1088013C,8,10,1993,1,5,63.9,-1.0,-1.0,143.26,123.14,27,-1.07,2,2
1088014C,6,5,1993,2,5,66.1,78.21,45.3,175.6,141.98,26,0.97,2,2
1088015C,12,13,1992,1,4,71.9,34.02,22.72,108.28,115.51,-1,-0.12,1,1
1088016C,10,12,1993,2,3,61.8,26.29,16.36,88.55,49.22,NA,-0.01,NA,NA
1088017C,12,17,1992,1,1,71.77,24.62,24.24,NA,NA,16,-0.12,1,1
1088018C,7,13,1993,1,1,64.83,32.35,22.75,119.89,93.22,21,0.89,2,2
1088019C,6,11,1993,1,3,65.9,33.9,29.16,126.63,104.03,24,-0.09,2,2
1088022C,7,19,1993,2,2,64.77,32.58,24.33,NA,NA,15,-0.4,1,2
1088023C,5,30,1993,1,3,66.3,29.79,19.15,NA,NA,39,-0.02,2,2
1088024C,1,27,1993,2,1,70.4,34.31,18.93,133.49,80.48,31,0.05,2,2
1088025C,10,12,1993,2,3,61.8,32.97,27.06,124.92,105.22,NA,-0.01,NA,NA
1089001C,6,26,1993,1,5,63.6,-1.0,-1.0,119.19,62.67,18,-0.06,1,1
1089002C,1,11,1993,1,5,69.13,-1.0,-1.0,109.24,59.76,21,0.32,1,1
1089003C,5,28,1993,1,6,65.2,43.26,24.78,131.19,111.06,22,-0.55,2,2
1089004C,9,26,1993,1,5,61.17,-1.0,-1.0,NA,NA,25,-1.47,1,2
1089005C,9,3,1993,2,5,61.93,-1.0,-1.0,98.43,74.18,NA,-0.6,NA,NA
1089006C,8,30,1993,1,5,62.07,-1.0,-1.0,132.28,124.89,NA,-0.98,NA,NA
1089007C,12,11,1992,2,5,70.33,34.83,21.18,NA,NA,NA,-1.13,NA,NA
1089008C,11,10,1993,1,4,59.03,24.97,16.37,123.22,115.61,19,-0.23,2,2
1089009C,2,9,1993,2,4,68.13,33.01,20.71,131.69,101.42,16,-0.81,2,1
1089010C,11,11,1993,2,4,59.0,-1.0,16.03,105.73,65.08,23,-0.49,1,1
1089012C,9,27,1993,2,4,61.13,33.33,17.28,NA,NA,NA,NA,NA,NA
1089013C,8,28,1993,1,4,62.13,-1.0,12.17,98.56,70.01,16,-0.94,1,1
1089015C,1,11,1993,1,4,69.77,28.97,17.07,93.65,89.01,21,-0.35,2,2
1089016C,6,3,1993,2,3,65.0,28.6,17.73,113.33,82.93,-1,-0.55,-1,1
1089017C,4,10,1993,1,8,66.8,28.97,22.12,129.24,107.87,21,-0.44,1,1
1089018C,4,11,1993,2,4,66.73,23.71,17.79,NA,NA,17,-0.89,1,1
1089020C,1,1,1993,1,4,69.47,32.53,18.69,131.97,64.54,19,0.66,2,2
1089021C,2,3,1993,1,2,68.33,36.69,28.35,145.71,119.5,20,-0.86,1,1
1089022C,8,24,1993,2,1,61.63,25.4,12.14,69.58,61.0,16,-0.54,2,1
1089023C,5,22,1993,1,5,64.77,34.24,19.25,103.45,68.36,NA,-0.74,NA,NA
1089024C,6,14,1992,2,4,76.13,27.78,18.78,NA,NA,-1,0.06,-8,-8
1090001C,5,28,1993,2,6,65.4,32.45,21.43,NA,NA,24,1.05,2,2
1090002C,8,2,1992,1,5,75.4,31.11,21.25,106.69,73.13,33,1.96,2,2
1090003C,12,18,1993,2,8,58.6,30.6,21.46,144.62,87.17,30,-0.16,1,1
1090005C,12,11,1992,2,6,71.03,42.65,29.84,147.58,115.19,24,0.86,2,2
1090006C,9,15,1993,2,3,61.8,40.86,24.12,NA,NA,24,0.61,2,1
1090007C,8,9,1993,2,4,62.97,39.83,28.06,141.95,118.26,27,0.65,2,2
1090008C,11,11,1993,1,5,59.87,43.66,35.11,NA,NA,25,0.4,2,2
1090009C,12,11,1992,1,5,71.03,44.99,43.0,148.84,119.01,29,0.77,2,2
1090010C,7,7,1993,1,3,64.1,38.87,20.31,NA,NA,27,0.95,2,2
1090011C,5,25,1993,2,1,65.53,36.91,28.24,NA,NA,27,0.8,2,2
1090012C,7,31,1992,1,1,75.47,40.69,27.29,NA,NA,21,0.42,2,2
1090013C,3,9,1993,2,1,68.1,38.94,22.92,NA,NA,29,0.92,2,2
1090014C,8,13,1993,2,1,62.87,33.89,25.64,NA,NA,32,0.36,2,2
1090015C,6,10,1993,1,1,64.97,38.5,19.45,NA,NA,27,0.27,2,2
1090016C,5,7,1993,1,1,66.13,42.36,42.02,165.0,142.3,27,-0.18,2,2
1090017C,12,31,1992,1,2,70.37,31.38,13.12,124.08,72.1,-9,0.63,2,2
1090018C,11,21,1992,2,1,71.7,33.38,25.39,NA,NA,25,0.38,2,2
1090019C,8,11,1993,1,8,62.93,33.12,21.55,NA,NA,-1,-0.34,1,1
1090020C,10,28,1993,2,1,60.33,26.61,15.98,NA,NA,18,0.46,2,1
1090021C,1,3,1993,1,1,70.3,46.17,26.06,NA,NA,30,-0.13,2,2
1090022C,9,17,1993,2,3,61.7,31.87,19.5,154.09,118.22,-1,-0.41,1,1
1090023C,4,19,1993,1,1,66.73,28.08,21.65,NA,NA,24,0.1,2,2
1090024C,8,6,1993,1,1,63.1,30.15,20.84,NA,NA,-1,2.35,2,2
1091001C,1,29,1993,1,1,69.5,52.46,50.63,179.64,156.56,27,0.04,2,2
1091002C,12,21,1992,2,1,70.8,33.91,24.94,NA,NA,27,0.35,1,1
1091003C,5,23,1993,2,1,65.7,38.44,30.35,NA,NA,-1,-0.1,-1,2
1091004C,2,24,1993,2,1,68.63,48.95,25.13,146.13,88.87,29,-0.19,2,2
1091005C,11,11,1993,2,1,59.97,36.85,25.02,NA,NA,18,-0.93,1,1
1091006C,8,4,1993,1,1,63.27,37.55,20.93,146.92,104.4,19,-0.39,2,2
1091007C,8,23,1993,2,1,62.63,42.35,29.96,NA,NA,28,0.32,2,2
1091008C,10,15,1992,1,1,73.03,33.55,38.25,171.41,128.37,34,0.9,2,2
1091009C,12,26,1993,2,4,58.47,31.2,16.79,104.98,52.22,-1,0.55,2,2
1091010C,7,16,1993,2,1,63.9,34.59,24.92,126.94,90.28,27,0.84,2,2
1091011C,1,6,1993,2,3,70.27,42.93,26.89,143.36,100.86,33,-0.03,2,2
1091012C,1,19,1993,2,3,69.83,40.57,33.92,157.41,120.33,21,0.24,2,2
1091013C,3,27,1993,1,1,67.6,30.79,17.94,105.6,50.75,29,0.0,2,2
1091014C,3,28,1993,2,1,67.57,44.45,41.63,163.38,116.68,23,-0.2,2,2
1092001C,9,18,1993,1,5,62.37,-1.0,-1.0,NA,NA,24,-0.29,1,1
1092002C,10,23,1993,2,5,61.2,21.64,11.07,91.25,55.55,25,-0.45,2,1
1092003C,6,27,1993,2,5,65.13,36.57,26.08,NA,NA,NA,NA,NA,NA
1092004C,5,21,1993,1,5,66.37,31.07,22.39,147.48,103.9,NA,NA,NA,NA
1092005C,2,4,1993,1,4,69.9,-1.0,12.42,106.92,87.36,20,-0.76,2,2
1092006C,1,16,1993,1,4,70.53,30.56,25.34,NA,NA,16,-1.0,1,1
1092007C,9,2,1993,1,4,62.9,25.87,19.0,NA,NA,20,-0.49,1,1
1092008C,12,1,1993,1,4,59.9,24.2,12.07,NA,NA,21,-0.28,1,1
1092009C,10,15,1992,2,1,73.63,51.24,42.93,167.99,123.43,32,1.28,2,2
1092010C,10,30,1992,2,3,73.13,31.48,27.9,166.03,141.25,32,0.1,2,2
1092011C,5,7,1993,2,1,66.83,29.28,23.81,128.0,102.3,28,1.06,2,2
1092012C,6,28,1993,2,4,65.13,26.38,19.52,NA,NA,19,-0.65,1,1
1092013C,9,26,1993,1,4,62.1,-1.0,12.51,76.11,74.04,18,-0.64,1,1
1092014C,10,13,1993,2,4,61.53,28.41,19.24,NA,NA,-1,-0.52,1,1
1092015C,10,11,1993,1,4,61.6,-1.0,19.68,93.75,88.78,22,-0.66,1,1
1092016C,7,3,1993,2,4,64.93,-1.0,18.94,NA,NA,17,-0.65,2,2
1092017C,6,22,1993,1,4,NA,NA,NA,NA,NA,NA,0.08,NA,NA
1092018C,10,3,1993,2,3,61.87,26.29,16.05,NA,NA,20,-3.22,1,1
1092019C,3,26,1993,1,4,68.27,-1.0,18.0,81.57,75.99,19,-0.51,1,2
1092020C,12,28,1992,1,3,71.17,-1.0,17.62,NA,NA,17,-0.29,2,2
1092022C,1,5,1993,1,4,70.9,26.52,22.14,NA,NA,20,-0.32,2,1
1092023C,3,25,1993,1,4,68.27,26.29,20.1,105.34,108.33,32,-0.7,1,1
1092024C,1,26,1993,2,1,70.2,35.17,24.99,NA,NA,NA,NA,NA,NA
1094001C,6,17,1993,1,1,65.57,41.59,32.58,NA,NA,26,1.01,2,2
1094003C,6,4,1993,2,1,66.03,30.46,23.99,123.68,81.54,26,1.87,2,2
1094004C,11,2,1992,1,1,73.13,40.21,25.66,147.76,120.73,35,0.38,2,2
1094005C,11,23,1992,1,1,72.47,51.27,37.01,180.24,128.08,33,0.89,2,2
1094006C,10,6,1992,1,1,74.03,27.74,29.22,146.98,108.79,29,1.99,2,2
1094007C,12,16,1992,2,1,71.7,49.5,34.65,NA,NA,NA,1.36,NA,NA
1094008C,4,20,1993,1,1,67.5,39.93,40.82,171.76,142.12,32,2.06,2,2
1094009C,10,30,1992,1,1,73.27,39.37,29.47,125.94,104.28,32,0.17,2,2
1094010C,10,12,1992,2,1,73.83,34.59,27.88,117.68,109.66,35,0.78,2,2
1094011C,4,22,1993,2,1,67.47,28.46,22.63,NA,NA,34,0.13,2,2
1094012C,6,5,1993,1,1,65.97,26.31,21.09,144.85,100.6,27,-0.28,2,2
1094013C,10,6,1993,1,1,61.9,30.21,23.13,143.88,128.53,30,0.66,2,2
1094014C,3,16,1993,2,1,68.67,26.29,22.28,128.16,91.1,17,-0.44,2,2
1094015C,10,6,1992,1,1,74.27,34.41,23.8,NA,NA,25,-0.06,2,2
1094016C,11,1,1993,2,1,61.03,39.0,24.24,129.05,87.6,24,0.53,2,2
1094017C,1,11,1993,1,-9,71.03,30.31,28.64,NA,NA,28,0.37,2,2
1094019C,6,14,1993,1,1,65.67,37.32,32.14,150.53,127.52,18,-0.54,2,2
1094021C,2,2,1993,1,1,70.07,31.69,21.91,141.22,105.26,24,-0.08,2,2
1094022C,7,13,1993,2,1,64.7,41.47,24.87,127.82,91.91,-1,0.62,-1,2
1094023C,1,20,1993,1,1,70.5,31.73,18.02,NA,NA,24,0.18,2,2
1094024C,8,21,1992,1,1,75.8,38.97,24.91,NA,NA,34,1.41,2,2
1094025C,6,4,1993,2,1,66.03,38.5,32.38,160.87,128.38,31,1.49,2,2
1096001C,2,28,1993,1,5,68.53,-1.0,-1.0,76.85,83.88,NA,-1.02,NA,NA
1096002C,12,13,1992,2,5,71.1,-1.0,-1.0,102.95,89.58,19,-1.19,2,2
1096003C,1,10,1993,2,5,70.27,-1.0,-1.0,115.34,82.22,16,-0.54,1,1
1096004C,10,31,1993,1,5,60.37,-1.0,-1.0,140.23,101.37,NA,NA,NA,NA
1096005C,3,8,1993,2,5,68.27,-1.0,-1.0,65.95,46.72,-9,-1.27,1,2
1096006C,6,17,1993,1,5,64.9,-1.0,-1.0,86.4,74.43,16,-4.18,1,1
1096007C,9,5,1993,2,5,62.23,-1.0,-1.0,85.0,76.14,16,-0.55,1,1
1096008C,6,21,1993,2,5,64.87,-1.0,-1.0,88.52,72.39,16,-1.22,2,2
1096009C,5,29,1993,2,5,65.53,-1.0,-1.0,96.03,77.41,24,-0.86,1,1
1096010C,2,23,1993,1,5,68.7,-1.0,-1.0,89.28,72.81,19,-1.19,1,1
1096011C,4,15,1993,2,5,67.0,29.96,22.53,122.98,84.68,16,-0.05,1,1
1096012C,3,21,1992,2,5,79.0,-1.0,-1.0,102.97,65.9,NA,NA,NA,NA
1096013C,2,16,1993,2,5,68.93,24.44,19.25,NA,NA,22,-0.49,1,1
1096014C,10,15,1993,2,5,61.93,-1.0,-1.0,124.81,106.83,NA,NA,NA,NA
1096015C,2,21,1993,2,5,69.83,-1.0,-1.0,66.05,50.73,NA,NA,NA,NA
1096016C,12,31,1992,1,5,71.53,-1.0,-1.0,103.87,78.74,NA,-0.83,NA,NA
1096017C,7,26,1993,2,5,64.63,22.84,12.43,NA,NA,NA,-1.04,NA,NA
1096018C,6,20,1993,2,5,65.83,-1.0,-1.0,70.45,50.68,NA,-0.4,NA,NA
1096019C,1,24,1993,1,5,70.73,-1.0,-1.0,65.95,62.33,NA,NA,NA,NA
1096020C,7,14,1993,1,1,64.0,25.61,13.8,126.92,116.29,17,-0.91,1,1
1096021C,2,8,1993,2,4,70.23,34.41,18.48,129.23,99.58,NA,-1.03,NA,NA
1096022C,6,13,1993,2,4,66.07,-1.0,13.27,89.35,54.41,22,-0.99,1,1
1096023C,9,16,1992,1,2,-9.0,NA,NA,NA,NA,21,-4.47,1,1
1096024C,9,10,1993,2,2,-9.0,NA,NA,-9.0,44.37,17,-0.98,1,1
1097001C,2,22,1993,1,5,-9.0,NA,NA,84.37,87.86,15,-0.13,1,1
1097002C,5,30,1993,1,5,65.23,31.07,26.32,108.17,110.78,18,-0.64,1,1
1097003C,9,24,1993,1,5,61.33,23.54,15.4,NA,NA,NA,NA,NA,NA
1097004C,3,7,1993,1,4,-9.0,NA,NA,126.51,115.13,19,0.16,1,2
1097005C,3,16,1993,2,5,67.73,25.49,14.68,NA,NA,19,-1.24,1,1
1097006C,8,9,1993,2,5,64.23,-1.0,-1.0,86.8,61.8,NA,NA,NA,NA
1097007C,12,25,1992,1,5,71.8,-1.0,-1.0,106.65,85.11,22,-1.33,1,1
1097008C,4,22,1993,2,3,67.87,28.19,20.05,129.04,83.91,17,0.01,2,1
1097009C,10,5,1993,2,5,62.33,-1.0,-1.0,NA,NA,NA,NA,NA,NA
1097010C,7,13,1993,1,5,65.13,25.64,19.83,102.51,77.81,23,-0.39,1,1
1097011C,11,24,1993,1,2,59.33,24.71,12.12,NA,NA,23,0.4,1,2
1097012C,6,30,1993,2,1,64.2,38.78,24.65,167.68,88.95,15,-1.06,1,1
1097013C,5,1,1993,1,1,66.2,28.27,14.47,106.05,95.68,17,-0.51,1,1
1097014C,6,8,1993,2,4,64.93,29.78,20.15,120.78,80.47,15,-0.89,1,1
1097015C,5,6,1993,2,1,66.03,25.34,19.33,95.3,86.65,25,0.3,1,1
1097016C,1,20,1993,1,3,69.57,24.51,14.46,91.1,53.92,18,-0.96,1,1
1097017C,6,17,1993,1,4,64.67,34.3,23.23,124.53,76.49,16,-0.33,1,1
1097018C,12,16,1992,2,4,70.77,25.22,20.91,NA,NA,19,0.22,1,1
1097020C,9,18,1993,1,2,62.9,23.88,11.49,95.38,104.08,23,-0.65,1,1
1097021C,7,28,1993,2,2,64.63,25.87,11.93,NA,NA,20,-0.31,1,1
1097022C,12,24,1992,1,4,71.83,-1.0,13.54,NA,NA,26,-1.19,1,1
1097023C,8,21,1993,2,3,63.83,-1.0,10.63,71.95,56.29,26,-1.27,1,1
1097024C,1,18,1993,2,1,71.03,26.5,14.71,99.11,67.99,17,-0.59,2,2
1097040C,3,22,1993,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098001C,10,3,1993,2,5,61.5,25.68,16.05,163.29,112.53,26,-0.66,2,1
1098002C,1,18,1993,2,5,70.07,32.49,23.29,125.74,101.23,22,-0.67,2,2
1098003C,3,8,1993,1,3,68.43,27.8,19.4,74.93,65.62,22,-0.61,2,1
1098004C,1,8,1993,2,3,70.4,36.64,25.4,NA,NA,16,-0.81,1,1
1098005C,1,5,1993,2,4,70.57,-1.0,13.72,81.84,76.17,19,-1.27,1,1
1098006C,6,26,1993,1,3,64.8,27.97,19.31,125.11,105.06,17,-0.69,1,1
1098007C,3,23,1993,2,3,67.93,28.38,18.49,NA,NA,22,-0.3,2,2
1098008C,3,19,1993,2,4,68.1,27.05,22.75,123.05,100.76,13,-0.67,1,1
1098009C,5,16,1993,2,3,66.13,23.62,18.38,NA,NA,17,-0.82,1,1
1098010C,11,2,1993,1,2,60.47,26.92,13.26,96.0,72.45,13,-1.24,1,1
1098011C,8,23,1993,1,4,62.83,-1.0,12.21,106.11,71.98,NA,-0.8,NA,NA
1098012C,3,11,1993,2,4,68.4,-1.0,13.48,108.74,71.07,23,-1.0,1,1
1098013C,11,25,1993,1,4,59.7,-1.0,13.87,91.05,53.2,NA,-0.19,NA,NA
1098014C,9,21,1993,1,3,61.87,-1.0,12.2,96.15,70.85,14,-1.01,1,1
1098015C,10,17,1993,2,3,61.0,-1.0,18.07,113.6,108.92,30,-1.0,2,1
1098016C,11,4,1993,1,3,60.43,-1.0,17.21,79.79,44.03,23,-1.19,1,1
1098017C,1,22,1993,1,4,69.97,-1.0,20.17,113.54,100.83,17,-1.26,1,1
1098018C,1,18,1993,1,1,70.07,25.14,18.37,102.1,85.39,-1,-0.24,1,1
1098019C,2,9,1993,2,1,69.33,27.76,17.99,135.49,71.19,22,0.03,2,2
1098020C,3,1,1993,2,7,68.7,27.64,17.05,127.77,89.87,22,0.17,2,2
1098021C,1,27,1993,1,3,69.8,-1.0,16.05,91.21,96.8,25,-0.59,1,1
1098022C,11,24,1993,1,4,59.73,24.0,13.87,145.51,103.06,16,-0.88,1,1
1098023C,12,9,1992,1,1,71.4,30.94,19.98,NA,NA,22,-0.51,2,1
1098024C,5,23,1993,2,4,65.9,26.81,18.19,107.51,82.82,21,-1.12,1,1
1099001C,1,23,1993,2,5,70.53,-1.0,-1.0,104.29,66.1,19,-0.66,1,2
1099002C,9,29,1993,1,5,62.23,34.91,21.41,123.15,110.97,16,-0.86,1,2
1099003C,5,17,1993,1,5,66.73,-1.0,-1.0,115.96,89.87,19,-0.73,1,1
1099004C,8,24,1993,1,6,63.43,-1.0,-1.0,67.24,58.25,21,-4.18,2,1
1099005C,12,11,1992,1,3,72.0,32.17,22.83,118.39,115.77,27,-0.89,1,1
1099006C,10,7,1993,2,3,61.97,-1.0,15.96,85.14,77.59,22,-1.29,1,1
1099007C,5,5,1993,2,4,67.17,32.03,23.27,144.63,111.34,18,-0.53,1,1
1099008C,11,29,1992,2,3,72.7,29.74,23.17,61.46,48.58,17,-0.57,2,2
1099009C,1,3,1993,1,4,71.2,-1.0,16.53,105.49,69.93,18,-0.73,1,1
1099010C,8,25,1992,1,2,75.57,30.29,21.09,106.04,102.35,16,-0.55,1,1
1099011C,6,15,1993,1,4,65.77,35.68,20.7,127.17,103.02,16,-0.55,1,1
1099012C,5,28,1993,2,2,66.37,23.17,13.64,81.46,57.25,18,-0.35,1,1
1099013C,6,18,1993,2,4,65.7,30.38,15.44,104.51,64.03,16,-0.77,1,1
1099015C,6,12,1993,2,3,65.87,-1.0,19.28,80.52,73.64,21,-1.23,1,1
1099016C,6,30,1993,2,3,65.27,-1.0,14.45,NA,NA,14,-0.99,1,1
1099017C,8,30,1993,2,4,63.23,-1.0,15.15,NA,NA,20,-1.17,2,2
1099018C,11,6,1993,2,3,60.97,-1.0,14.44,68.06,64.87,25,-1.07,2,1
1099019C,4,22,1993,1,3,67.57,-1.0,20.07,73.51,74.74,20,-0.93,1,1
1099020C,5,21,1993,2,3,66.6,-1.0,16.52,108.36,75.44,20,-0.93,2,2
1099021C,7,11,1993,2,3,64.93,-1.0,15.83,78.14,67.63,28,-1.29,2,1
1099022C,10,27,1993,2,4,61.3,-1.0,13.54,NA,NA,16,-0.86,1,1
1099023C,7,20,1993,2,4,64.6,26.4,14.9,70.33,58.05,15,-1.26,1,1
1099024C,9,25,1993,2,3,62.4,27.49,24.95,123.62,102.43,26,-0.59,1,1
1100001C,6,23,1993,2,5,-9.0,NA,NA,158.72,108.87,NA,NA,NA,NA
1100002C,5,11,1993,1,5,-9.0,NA,NA,NA,NA,38,0.36,2,2
1100003C,6,24,1993,1,5,65.5,-1.0,-1.0,66.38,50.23,14,-0.04,2,2
1100004C,3,21,1993,2,5,68.43,-1.0,-1.0,124.61,104.62,NA,-1.16,NA,NA
1100005C,8,6,1993,2,5,63.83,-1.0,-1.0,129.97,104.33,NA,-0.73,NA,NA
1100006C,3,29,1993,1,5,68.17,25.87,17.38,NA,NA,18,-0.84,2,2
1100007C,5,16,1993,2,5,66.53,-1.0,-1.0,90.4,63.3,16,-0.41,1,1
1100008C,10,7,1993,1,5,61.97,-1.0,-1.0,NA,NA,17,-0.26,1,1
1100009C,7,20,1993,1,4,64.4,25.73,18.94,NA,NA,19,-0.32,2,2
1100010C,7,31,1993,2,4,64.03,25.6,18.96,130.55,102.47,NA,NA,NA,NA
1100011C,4,7,1993,2,4,67.83,-1.0,16.71,93.8,76.61,22,-1.68,2,2
1100012C,11,29,1993,2,4,60.0,24.84,11.69,104.5,68.22,19,-0.98,1,1
1100013C,8,24,1993,2,4,63.2,34.8,27.68,130.6,106.78,27,-1.06,1,1
1100014C,6,24,1993,1,3,65.23,33.07,18.27,NA,NA,27,-0.11,1,1
1100015C,6,29,1993,1,3,65.1,23.01,12.15,NA,NA,16,-0.71,1,1
1100016C,3,14,1993,1,1,-9.0,NA,NA,NA,NA,-1,1.61,2,2
